Cores,DNN_F,Rate_F,DNN_B,Rate_B,Resp_F,Resp_B,F_75,B_75,Mean_F,Mean_B,avg_inc_resp_f,avg_dec_resp_f,avg_inc_util_f,avg_inc_peaks_f,avg_dec_util_f,avg_dec_peaks_f,avg_inc_resp_b,avg_dec_resp_b,avg_inc_util_b,avg_inc_peaks_b,avg_dec_util_b,avg_dec_peaks_b,sla_75,sla_100,sla_125,sla_150,sla_175,sla_200,sla_225,sla_250,sla_275,total_inc_resp,total_dec_resp,total_inc_util,total_inc_peaks,total_dec_util,total_dec_peaks,relative_rank_f,relative_rank_b,Baseline_F,Baseline_B,Inflation_F,Inflation_B,F_10,B_10,F_25,B_25,F_50,B_50,F_90,B_90,F_75_Range,Mean_F_Range,B_75_Range,Mean_B_Range
6,Bert,4,Bert,7,82.8,87.5,32,41,29.19,36.38,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,55.2,55.2,1.5,1.585144928,10,16,15,26,22,34,50.5,55,4,3,6,5
6,Bert,4,Bert,8,78.4,86.6,32,51,26.45,40.24,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,55.2,55.2,1.420289855,1.56884058,3,10.7,13,28,21,37,40,61.6,4,3,8,6
6,Bert,4,Bert,9,81.4,89.9,35,46,35.1,38.7,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,55.2,55.2,1.474637681,1.628623188,11,22,16.75,31,25,37.5,100,55,5,5,7,5
6,Bert,5,Bert,7,80.2,84.7,33.25,42,27.6,35.02,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,55.2,55.2,1.452898551,1.53442029,11,18.9,18,26,27,35,42,49.1,4,3,6,5
6,Bert,5,Bert,8,85.7,87.4,33,50,24.36,39.13,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,55.2,55.2,1.552536232,1.583333333,2,2,17,28,24,37,39,64,4,2,8,5
6,Bert,5,Bert,9,95.6,101.2,47,50,39.7,50,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,55.2,55.2,1.731884058,1.833333333,13,20.5,22,32,28,41,100,63,7,5,8,8
6,Bert,6,Bert,7,87.2,89.4,43,43,39.1,34.8,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,55.2,55.2,1.579710145,1.619565217,17,21,23,26.25,32.5,34,100,51,6,5,6,4
6,Bert,6,Bert,8,83.3,86.8,37.75,43,29.12,32.2,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,55.2,55.2,1.509057971,1.572463768,1,1.1,17,24.25,29,33,47.9,54,5,3,6,4
6,Bert,6,Bert,9,88,92.5,40.25,52,32.4,40.84,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,55.2,55.2,1.594202899,1.675724638,12.9,20,22,32,30,41,51,58,6,4,8,6
6,Bert,7,Bert,7,86,90.7,40,42,31.84,36,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,55.2,55.2,1.557971014,1.643115942,14,21,26,27,32.5,34,47,57,6,4,6,5
6,Bert,7,Bert,8,91.3,96.8,44,52,37.45,41.7,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,55.2,55.2,1.653985507,1.753623188,7,17.2,28.75,29,35,38.5,63,64.9,6,5,8,6
6,Bert,7,Bert,9,95.9,102.5,51,53.75,43.13,44.4,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,1,1,1,1,1,1,1,1,0.479533606,0.780256282,1.305187846,0.479533606,0.834798488,0.27978355,2.5,2.5,55.2,55.2,1.737318841,1.856884058,15,26,27,35,39,44,100,63,8,6,8,6
6,Bert,4,Distilbert,3,77.5,193.4,27,41,23.7,30.6,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,1,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,55.2,103.2,1.403985507,1.874031008,5,11,13,20,21,29.5,38,49,3,2,6,4
6,Bert,4,Distilbert,4,89.4,226.6,33,58,28.9,45,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,1,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,55.2,103.2,1.619565217,2.195736434,8,21,16,30.25,24,45,45.7,68.7,4,3,9,7
6,Bert,4,Distilbert,5,108.6,270.9,44,67,38.5,53.6,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,55.2,103.2,1.967391304,2.625,12,31,20,40,29,55,100,79,6,5,10,8
6,Bert,5,Distilbert,3,82.9,197.2,38,42,32.34,31.1,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,1,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,55.2,103.2,1.501811594,1.910852713,9,8,19,19,26,33,53.5,53.5,5,4,6,4
6,Bert,5,Distilbert,4,94.5,224.5,35,55,29.3,39.6,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,1,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,55.2,103.2,1.711956522,2.175387597,3,12,19,26,28,41,48,65,5,3,9,5
6,Bert,5,Distilbert,5,106.9,252.3,38,66,30.7,47.6,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,55.2,103.2,1.936594203,2.444767442,2,0,21,35,27,51,53,76,5,4,10,7
6,Bert,6,Distilbert,3,95.7,223.6,47,45,41.5,35,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,1,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,55.2,103.2,1.733695652,2.166666667,14,14,24,22,37.5,34,100,56.1,7,6,7,5
6,Bert,6,Distilbert,4,91.6,210.7,38.3,52,32.2,38.9,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,1,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,55.2,103.2,1.65942029,2.041666667,3,9,23,24,31,39.5,52,64,5,4,8,5
6,Bert,6,Distilbert,5,113.8,265.3,55.8,68,44.3,48.9,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,1,1,1,1,1,1,1,0.765973552,0.862605527,1.215264976,0.765973552,0.682594798,0.632258732,2.5,5.5,55.2,103.2,2.061594203,2.570736434,3,2,28,31,36,53,100,82,9,6,10,7
6,Bert,7,Resnet,3,90.6,207.6,43,44,35.6,39.3,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,1,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,1.641304348,2.035294118,13.5,10.5,23,16.25,29,26,46,55,6,5,6,5
6,Bert,7,Resnet,4,102,240.9,46.8,56,38.9,40.3,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,1.847826087,2.361764706,19,18.3,24.25,26.25,34,41,50,100,7,5,9,6
6,Bert,7,Resnet,5,120.2,270.5,53.3,72,41.7,55.2,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,1,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.5,2.25,55.2,102,2.177536232,2.651960784,2,1,22,28,33,41,54,64.1,8,6,10,9
6,MNIST,400,Bert,4,425.7,65,27,23,20.3,17.2,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,0,0,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,1,2.5,2.3,55.2,185.0869565,1.177536232,10,2,13,11,24,18,30,30,3,2,2,1
6,MNIST,400,Bert,7,396.9,74.3,30,37,22.5,28.7,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,0,0,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,1,2.5,2.3,55.2,172.5652174,1.346014493,11,10,14,21.75,25,31,33,42,4,2,5,3
6,MNIST,400,Bert,8,470.9,76.6,30,42.25,22.3,31.27,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,0,0,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,1,2.5,2.3,55.2,204.7391304,1.387681159,10,3.3,13,25,27,34,33,47,4,2,6,4
6,MNIST,400,Bert,9,443.4,79.3,31,44,23.3,35.5,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,0,0,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,1,2.5,2.3,55.2,192.7826087,1.436594203,12,21,15,30,26,37,34,50,4,2,6,5
6,MNIST,400,Bert,10,467.4,81.9,32,50,23.2,38.1,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,0,0,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,1,2.5,2.3,55.2,203.2173913,1.483695652,10,16,14,30,28,40,34,56.7,4,2,8,5
6,MNIST,400,Bert,11,442.9,85.9,31.25,52,22.8,40.1,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,0,0,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,1,2.5,2.3,55.2,192.5652174,1.55615942,9,3,14,35,28,43,34,57.5,4,2,8,6
6,MNIST,400,Distilbert,6,374.5,216.8,33,69,25,50.7,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,0,0,0,0.621677054,0.628388716,0.905172272,0.621677054,0.596516671,0.672137494,1,5.5,2.3,103.2,162.826087,2.100775194,12,4,15.25,37.25,28,53,37,81,4,3,10,8
6,MNIST,400,Distilbert,8,432.8,280.9,36,84,26.1,62.9,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,0,0,0,0.621677054,0.628388716,0.905172272,0.621677054,0.596516671,0.672137494,1,5.5,2.3,103.2,188.173913,2.721899225,12,2.9,15,51,30,71.5,40,97,5,3,10,10
6,MNIST,400,Distilbert,10,408.6,376.5,39,96.75,28.7,77,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,0,0,0,0.621677054,0.628388716,0.905172272,0.621677054,0.596516671,0.672137494,1,5.5,2.3,103.2,177.6521739,3.648255814,14.7,47,18,70,31,85,45,99,5,3,10,10
6,MNIST,400,Resnet,4,580.8,129.3,29,42,21.3,29.4,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,0,0,0,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,1,2.25,2.3,102,252.5217391,1.267647059,10,4,14,19.75,25,29,31,50,3,2,6,3
6,MNIST,400,Resnet,6,588.5,150.7,31,57,22.6,41.14,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,0,0,0,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,1,2.25,2.3,102,255.8695652,1.47745098,11,4,14,30,26.5,45,33,66,4,2,9,6
6,MNIST,400,Resnet,10,590.6,200.7,35,76,22.8,57.2,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,0,0,0,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,1,2.25,2.3,102,256.7826087,1.967647059,2,1,12,46,26,66,38,86,5,2,10,9
6,MNIST,300,MNIST,400,12.8,1076.3,22,30,18.4,21.2,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,1,1,1,1,1,1,1,1,1,0.19094061,0.31182266,0.685002438,0.19094061,0.662642234,0.359541074,1,1,2.3,2.3,5.565217391,467.9565217,8,3,16,13,20,25,24,33,2,1,4,2
4,MNIST,400,Resnet,2,624.4,133.9,36,27.25,18.47,13.51,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,0,0,0,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,1,2.25,2.6,121.9,240.1538462,1.098441345,12,2,17,11,33,21,38,39,5,1,3,1
4,MNIST,400,Resnet,4,506.6,163.5,37,47,19.37,24.77,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,0,0,0,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,1,2.25,2.6,121.9,194.8461538,1.341263331,16,11,20,27,33,37,39,61.3,5,1,7,2
4,MNIST,400,Resnet,6,407.3,190.7,38,67,19.44,33.13,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,0,0,0,0,0,0,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,1,2.25,2.6,121.9,156.6538462,1.564397047,16,2,19,40,35,54,40,77,5,1,10,4
4,MNIST,400,Distilbert,2,463.9,162,37,30,19.31,15.22,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,0,0,0,0.621677054,0.628388716,0.905172272,0.621677054,0.596516671,0.672137494,1,5.5,2.6,138.9,178.4230769,1.166306695,15,3,19,12,35,21,39.3,46,5,1,4,1
4,MNIST,400,Distilbert,4,487.8,201.4,39,54,19.05,26.07,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,0,0,0,0.621677054,0.628388716,0.905172272,0.621677054,0.596516671,0.672137494,1,5.5,2.6,138.9,187.6153846,1.449964003,13.9,2.9,18,24,34,41,40,67,5,1,8,3
4,MNIST,400,Distilbert,6,625.9,248.9,40,74,20.26,37.26,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,0,0,0,0,0,0.621677054,0.628388716,0.905172272,0.621677054,0.596516671,0.672137494,1,5.5,2.6,138.9,240.7307692,1.791936645,12,2,20,49,37,60.5,42,86.5,6,2,10,5
4,MNIST,400,Bert,4,532.2,76.6,37,28.25,17.92,13.9,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,0,0,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,1,2.5,2.6,64.1,204.6923077,1.1950078,10,1.7,17,14,34,20.5,39,35,5,1,3,1
4,MNIST,400,Bert,5,475.7,83.4,37,35,18.9,17.36,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,0,0,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,1,2.5,2.6,64.1,182.9615385,1.301092044,15,2,19,17,34,28,39,41.5,5,1,5,1
4,MNIST,400,Bert,6,399.2,87.3,38,39,19.12,20.09,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,0,0,0,0,0,0,0.335237108,0.546039471,0.995095142,0.335237108,0.748720361,0.319662312,1,2.5,2.6,64.1,153.5384615,1.361934477,14,3,19,23,35,32,40,46,5,1,5,2
4,Resnet,2,MNIST,400,134.9,508.9,29,37,12.85,18.65,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,0,0,1,1,1,1,1,1,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,2.25,1,121.9,2.6,1.106644791,195.7307692,0,12,5.75,19,19,33,38.1,40,3,1,5,1
4,Resnet,2,MNIST,500,136.9,3667.3,23,42,11.62,17.97,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,0,0,1,1,1,1,1,1,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,2.25,1,121.9,2.6,1.123051682,1410.5,0,0,2,3,16,26,40,45,2,1,6,1
4,Resnet,2,MNIST,600,136.8,6593.7,22,45,10.47,17.35,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,0,0,1,1,1,1,1,1,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,2.25,1,121.9,2.6,1.122231337,2536.038462,0,0,1,2,12,15.5,39,49,2,1,7,1
4,Resnet,2,Distilbert,2,136.8,153.8,28,30,13.6,14.56,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,1,1,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,2.25,5.5,121.9,138.9,1.122231337,1.107271418,1,2,11,12,21,22,39,43.1,3,1,4,1
4,Resnet,2,Distilbert,4,141.8,195.2,30,54,14.5,27.2,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,1,1,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,2.25,5.5,121.9,138.9,1.163248564,1.405327574,2,13,12,28,21,39.5,43.1,68,4,1,8,3
4,Resnet,2,Distilbert,6,151.9,245.9,30,71.25,14.7,37.25,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,1,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,2.25,5.5,121.9,138.9,1.246103363,1.770338373,2,17,12,47.75,22.5,59,41.7,85,4,1,10,5
4,Resnet,2,Resnet,2,132.8,132.6,27.25,27.25,12.94,13.02,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,1,1,1,1,1,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,121.9,121.9,1.089417555,1.087776866,0.7,0,11,11,18,19,38.3,38.3,3,1,3,1
4,Resnet,2,Resnet,4,137.9,159.4,31,49,12.8,22.9,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,1,1,1,1,1,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,121.9,121.9,1.131255127,1.307629204,0,1.5,7,23.75,20,35,38,56,4,1,7,2
4,Resnet,2,Resnet,6,142.4,184.5,31,67,14.2,34.43,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0,0,0,1,1,1,1,1,1,0.429979234,1.066638608,1.025651444,0.429979234,0.559684472,0.39090362,2.25,2.25,121.9,121.9,1.168170632,1.513535685,2,26.9,8,42,22,55,40.1,76.1,4,1,10,4
4,Resnet,2,Bert,4,136.3,75.4,28,28,13.23,13.98,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,121.9,64.1,1.118129614,1.176287051,2,3.7,11,13,19,21,37.3,34,3,1,3,1
4,Resnet,2,Bert,6,139.1,83.7,27,41,14.5,21.01,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,121.9,64.1,1.141099262,1.305772231,10,16.1,12,22,21,33.5,38,46.9,3,1,6,2
4,Resnet,2,Bert,8,142.4,89.6,31,49,14.42,26.35,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.239766803,0.390128141,0.652593923,0.239766803,0.417399244,0.139891775,0,0,0,1,1,1,1,1,1,0.45475642,0.923447445,1.165419645,0.45475642,0.69724148,0.335343585,2.25,2.5,121.9,64.1,1.168170632,1.397815913,2,24.5,11,33,19,40,44.5,56,4,1,7,3
4,Resnet,4,MNIST,400,159.2,498.9,47,38,22.8,19.4,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,0,0,0,1,1,1,1,1,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,2.25,1,121.9,2.6,1.305988515,191.8846154,2,14,21,19,36,36,62.1,40,7,2,5,1
4,Resnet,4,MNIST,500,161.3,3629.3,45,43,21.2,19.3,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,0,0,0,1,1,1,1,1,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,2.25,1,121.9,2.6,1.323215751,1395.884615,0,2,19,3,34,34,56.1,46,7,2,6,1
4,Resnet,4,MNIST,600,158.3,5353.6,44,46,19.04,17.1,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.095470305,0.15591133,0.342501219,0.095470305,0.331321117,0.179770537,0,0,0,0,1,1,1,1,1,0.310459922,0.689230634,0.855326941,0.310459922,0.611163353,0.375222347,2.25,1,121.9,2.6,1.298605414,2059.076923,0,0,3,2,31,10,56,60,6,1,7,1
4,Resnet,4,Distilbert,2,159.6,165.4,49.25,31,25,15.6,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,1,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,2.25,5.5,121.9,138.9,1.309269893,1.190784737,15,2.5,27.75,12,37.5,22,60,47.5,7,3,4,1
4,Resnet,4,Distilbert,4,170.6,207.4,52,53.25,26.2,28.6,0.214989617,0.533319304,0.512825722,0.214989617,0.279842236,0.19545181,0.526206749,0.472477386,0.562671053,0.526206749,0.265195554,0.492366957,0,0,0,0,1,1,1,1,1,0.741196366,1.00579669,1.075496775,0.741196366,0.54503779,0.687818767,2.25,5.5,121.9,138.9,1.399507793,1.493160547,20,22,28,29.75,39,44,62,69.5,8,3,8,3
